shipment_id,origin_port_id,destination_port_id,carrier_id,departure_date,scheduled_arrival,actual_arrival,cost_usd,status
SHP00606,P012,P006,C010,2022-09-04,2022-09-18,2022-09-18,1917.01,Delivered
SHP00607,P012,P005,C006,2023-04-09,2023-05-04,2023-05-04,3925.11,Delivered
SHP00608,P003,P006,C001,2022-11-04,2022-11-17,2022-11-17,2508.54,Delivered
SHP00609,P012,P005,C009,2023-06-08,2023-07-04,2023-07-04,5328.41,Delivered
SHP00610,P005,P007,C010,2022-09-13,2022-09-22,2022-09-25,2100.65,Delayed
SHP00611,P010,P004,C002,2024-01-11,2024-01-26,2024-01-26,2522.99,Delivered
SHP00612,P002,P011,C005,2022-02-08,2022-02-27,2022-02-27,2489.91,Delivered
SHP00613,P006,P007,C007,2023-03-03,2023-03-24,2023-03-24,4082.51,Delivered
SHP00614,P011,P007,C001,2022-11-09,2022-11-27,2022-11-28,2204.17,Delayed
SHP00615,P009,P004,C003,2022-02-21,2022-03-13,2022-03-13,1829.33,Delivered
SHP00616,P004,P008,C005,2024-03-16,2024-03-29,2024-03-29,2713.93,Delivered
SHP00617,P012,P001,C009,2023-02-13,2023-03-03,2023-03-08,3683.13,Delayed
SHP00618,P009,P004,C008,2023-02-09,2023-03-01,2023-03-01,2510.47,Delivered
SHP00619,P009,P004,C004,2022-03-15,2022-03-29,2022-03-29,2499.33,Delivered
SHP00620,P007,P006,C006,2022-07-15,2022-08-09,2022-08-09,5814.04,Delivered
SHP00621,P003,P007,C010,2024-04-21,2024-05-18,2024-05-18,5196.03,Delivered
SHP00622,P012,P002,C002,2024-01-28,2024-02-11,2024-02-11,3809.2,Delivered
SHP00623,P005,P001,C006,2023-12-12,2023-12-26,2023-12-26,2454.05,Delivered
SHP00624,P004,P010,C009,2024-02-08,2024-02-22,2024-02-22,2827.92,Delivered
SHP00625,P012,P011,C001,2023-01-21,2023-02-12,2023-02-18,2895.01,Delayed
SHP00626,P001,P009,C001,2022-03-10,2022-03-30,2022-03-30,4987.2,Delivered
SHP00627,P006,P002,C001,2022-10-27,2022-11-26,2022-11-26,6065.64,Delivered
SHP00628,P008,P011,C009,2022-04-01,2022-04-23,2022-04-23,6517.12,Delivered
SHP00629,P012,P001,C001,2022-09-11,2022-10-03,2022-10-03,3755.3,Delivered
SHP00630,P006,P012,C005,2022-08-30,2022-09-13,2022-09-13,1971.72,Delivered
SHP00631,P007,P001,C009,2022-10-14,2022-10-27,2022-10-30,3059.97,Delayed
SHP00632,P011,P010,C004,2023-03-04,2023-03-10,2023-03-10,1048.56,Delivered
SHP00633,P010,P006,C008,2023-07-10,2023-07-30,2023-07-30,2980.55,Delivered
SHP00634,P005,P010,C003,2023-03-17,2023-03-29,2023-03-29,2484.63,Delivered
SHP00635,P002,P010,C009,2024-01-07,2024-01-12,2024-01-12,1621.83,Delivered
SHP00636,P007,P008,C005,2023-03-30,2023-04-29,2023-04-29,4882.73,Delivered
SHP00637,P002,P004,C003,2022-01-27,2022-02-14,2022-02-14,3600.89,Delivered
SHP00638,P002,P009,C003,2023-05-30,2023-06-20,2023-06-20,3202.89,Delivered
SHP00639,P008,P009,C003,2022-06-17,2022-06-28,2022-06-28,3603.4,Delivered
SHP00640,P004,P012,C004,2024-02-15,2024-02-28,2024-03-05,2950.48,Delayed
SHP00641,P010,P008,C006,2024-06-06,2024-07-01,2024-07-01,4809.57,Delivered
SHP00642,P007,P011,C010,2023-09-01,2023-09-19,2023-09-19,2375.35,Delivered
SHP00643,P009,P002,C008,2023-04-13,2023-04-27,2023-04-27,1822.11,Delivered
SHP00644,P007,P010,C001,2022-07-14,2022-07-21,2022-07-21,1302.12,Delivered
SHP00645,P005,P009,C003,2023-03-09,2023-03-31,2023-03-31,3264.17,Delivered
SHP00646,P008,P002,C009,2022-04-26,2022-05-18,2022-05-18,6445.52,Delivered
SHP00647,P003,P008,C007,2022-11-28,2022-12-15,2022-12-18,3418.31,Delayed
SHP00648,P002,P006,C006,2023-12-10,2024-01-09,2024-01-09,5700.06,Delivered
SHP00649,P002,P003,C002,2023-12-25,2024-01-21,2024-01-21,3870.9,Delivered
SHP00650,P010,P003,C007,2023-07-18,2023-08-11,2023-08-14,3099.48,Delayed
SHP00651,P011,P003,C003,2024-06-08,2024-06-30,2024-06-30,5485.68,Delivered
SHP00652,P003,P002,C003,2022-07-27,2022-08-16,2022-08-16,4723.83,Delivered
SHP00653,P008,P010,C001,2023-09-15,2023-10-10,2023-10-10,4594.06,Delivered
SHP00654,P010,P001,C004,2024-06-22,2024-07-01,2024-07-01,1450.3,In Transit
SHP00655,P003,P001,C006,2022-02-07,2022-03-01,2022-03-01,6169.86,Delivered
SHP00656,P001,P003,C007,2022-07-02,2022-07-24,2022-07-24,5250.24,Delivered
SHP00657,P010,P011,C009,2022-07-01,2022-07-09,2022-07-09,2031.97,Delivered
SHP00658,P007,P002,C007,2024-05-13,2024-05-31,2024-06-02,2787.85,In Transit
SHP00659,P005,P007,C009,2023-02-28,2023-03-12,2023-03-12,2348.92,Delivered
SHP00660,P009,P002,C008,2024-01-12,2024-01-30,2024-01-30,4715.43,Delivered
SHP00661,P010,P011,C006,2022-05-13,2022-05-22,2022-05-22,981.34,Delivered
SHP00662,P010,P004,C005,2022-07-18,2022-07-28,2022-07-28,2256.98,Delivered
SHP00663,P012,P004,C010,2023-03-01,2023-03-17,2023-03-18,2426.98,Delayed
SHP00664,P012,P005,C005,2024-03-20,2024-04-08,2024-04-08,4626.21,Delivered
SHP00665,P001,P003,C006,2022-12-16,2023-01-11,2023-01-11,6098.93,Delivered
SHP00666,P006,P012,C008,2023-05-01,2023-05-17,2023-05-18,2189.88,Delayed
SHP00667,P008,P010,C006,2023-04-19,2023-05-13,2023-05-13,3039.28,Delivered
SHP00668,P009,P010,C001,2022-08-02,2022-08-21,2022-08-21,3067.73,Delivered
SHP00669,P006,P002,C003,2022-10-15,2022-11-04,2022-11-04,4579.63,Delivered
SHP00670,P003,P011,C002,2024-06-04,2024-06-28,2024-06-28,4702.99,In Transit
SHP00671,P002,P009,C004,2023-01-16,2023-02-06,2023-02-06,2881.57,Delivered
SHP00672,P001,P005,C002,2023-03-31,2023-04-12,2023-04-13,2058.63,Delayed
SHP00673,P004,P007,C008,2024-01-21,2024-02-12,2024-02-12,3416.98,Delivered
SHP00674,P009,P012,C003,2022-07-30,2022-08-09,2022-08-09,2707.81,Delivered
SHP00675,P001,P006,C001,2023-12-05,2024-01-03,2024-01-03,5074.83,Delivered
SHP00676,P012,P005,C001,2023-08-15,2023-09-06,2023-09-06,3920.72,Delivered
SHP00677,P005,P006,C009,2022-11-23,2022-12-07,2022-12-07,1871.02,Delivered
SHP00678,P010,P009,C009,2022-04-15,2022-04-28,2022-04-28,2994.33,Delivered
SHP00679,P012,P005,C010,2022-09-08,2022-09-28,2022-10-02,4537.21,Delayed
SHP00680,P008,P012,C001,2022-04-19,2022-05-02,2022-05-04,3048.27,Delayed
SHP00681,P010,P011,C008,2023-09-24,2023-10-01,2023-10-01,1406.01,Delivered
SHP00682,P008,P011,C003,2022-04-06,2022-05-03,2022-05-06,3958.36,Delayed
SHP00683,P008,P009,C004,2022-08-18,2022-08-29,2022-08-29,3153.58,Delivered
SHP00684,P011,P006,C006,2023-04-10,2023-05-07,2023-05-16,5105.18,Delayed
SHP00685,P008,P003,C005,2024-02-26,2024-03-12,2024-03-12,2904.32,Delivered
SHP00686,P006,P010,C002,2024-03-22,2024-04-13,2024-04-13,5077.83,Delivered
SHP00687,P010,P004,C009,2022-06-12,2022-06-29,2022-06-29,2629.41,Delivered
SHP00688,P007,P011,C006,2023-07-12,2023-07-25,2023-07-25,2362.97,Delivered
SHP00689,P012,P010,C008,2022-04-28,2022-05-17,2022-05-17,2861.68,Delivered
SHP00690,P007,P002,C010,2022-04-22,2022-05-12,2022-05-12,3215.44,Delivered
SHP00691,P008,P012,C001,2022-04-03,2022-04-14,,3869.16,Cancelled
SHP00692,P003,P012,C003,2023-04-09,2023-04-23,2023-04-23,2383.52,Delivered
SHP00693,P004,P012,C006,2022-11-03,2022-11-22,2022-11-22,4017.46,Delivered
SHP00694,P006,P002,C010,2022-01-09,2022-02-07,2022-02-07,4194.06,Delivered
SHP00695,P005,P001,C006,2023-07-17,2023-07-25,2023-07-27,2488.03,Delayed
SHP00696,P001,P005,C007,2023-12-21,2024-01-02,2024-01-02,1864.73,Delivered
SHP00697,P007,P008,C009,2022-08-05,2022-09-04,2022-09-06,3244.05,Delayed
SHP00698,P007,P003,C005,2024-06-12,2024-07-12,2024-07-12,3652.7,In Transit
SHP00699,P008,P012,C007,2022-05-20,2022-05-30,2022-06-04,3767.73,Delayed
SHP00700,P007,P011,C003,2023-04-11,2023-04-29,2023-04-29,2274.75,Delivered
SHP00701,P004,P003,C007,2023-09-12,2023-09-22,2023-09-22,3201.79,Delivered
SHP00702,P009,P011,C006,2022-02-04,2022-02-18,2022-02-18,4833.04,Delivered
SHP00703,P008,P002,C003,2024-01-18,2024-02-15,2024-02-15,6760.15,Delivered
SHP00704,P010,P002,C004,2023-04-29,2023-05-09,2023-05-09,1060.01,Delivered
SHP00705,P011,P009,C010,2022-11-16,2022-11-30,2022-11-30,4146.04,Delivered
SHP00706,P010,P006,C007,2022-12-28,2023-01-19,2023-01-19,3552.69,Delivered
SHP00707,P012,P005,C010,2022-09-24,2022-10-12,2022-10-12,4078.97,Delivered
SHP00708,P012,P010,C001,2022-10-21,2022-11-07,2022-11-08,2385.48,Delayed
SHP00709,P005,P006,C003,2023-09-23,2023-10-03,2023-10-03,1774.1,Delivered
SHP00710,P012,P003,C008,2023-01-14,2023-01-30,2023-01-30,2424.6,Delivered
SHP00711,P003,P010,C001,2022-12-18,2023-01-06,2023-01-06,5535.27,Delivered
SHP00712,P007,P008,C004,2023-11-08,2023-12-05,2023-12-05,3307.86,Delivered
SHP00713,P006,P001,C005,2024-02-13,2024-03-05,2024-03-06,4807.23,Delayed
SHP00714,P009,P004,C007,2023-12-01,2023-12-17,2023-12-17,2200.0,Delivered
SHP00715,P001,P006,C008,2023-01-27,2023-02-26,2023-02-26,5668.48,Delivered
SHP00716,P006,P008,C010,2023-10-30,2023-11-13,2023-11-13,2129.36,Delivered
SHP00717,P011,P010,C007,2023-04-18,2023-04-28,2023-04-28,1213.8,Delivered
SHP00718,P012,P003,C006,2023-07-15,2023-07-25,2023-07-25,3051.04,Delivered
SHP00719,P002,P010,C002,2023-12-03,2023-12-11,2023-12-11,1496.2,Delivered
SHP00720,P001,P011,C004,2023-09-06,2023-09-26,2023-09-28,3347.88,Delayed
SHP00721,P010,P003,C007,2023-11-04,2023-11-24,2023-11-24,5260.9,Delivered
SHP00722,P011,P008,C005,2024-02-27,2024-03-24,2024-03-24,6555.01,Delivered
SHP00723,P005,P003,C002,2022-10-11,2022-10-25,2022-10-26,2381.59,Delayed
SHP00724,P003,P009,C002,2023-05-19,2023-05-30,2023-05-30,2171.19,Delivered
SHP00725,P003,P010,C007,2022-08-12,2022-08-31,2022-08-31,5480.22,Delivered
SHP00726,P005,P009,C001,2023-05-25,2023-06-14,2023-06-14,3619.15,Delivered
SHP00727,P007,P005,C003,2023-12-18,2023-12-28,2023-12-28,1003.41,Delivered
SHP00728,P007,P008,C002,2023-07-08,2023-07-31,2023-08-10,6558.59,Delayed
SHP00729,P008,P002,C010,2023-07-03,2023-07-28,2023-07-28,6087.05,Delivered
SHP00730,P006,P010,C006,2022-03-24,2022-04-18,2022-04-18,4899.65,Delivered
SHP00731,P009,P001,C007,2023-11-08,2023-11-25,2023-11-25,4067.0,Delivered
SHP00732,P011,P008,C004,2022-05-24,2022-06-13,2022-06-13,6224.99,Delivered
SHP00733,P008,P007,C002,2024-03-22,2024-04-19,2024-04-19,6210.81,Delivered
SHP00734,P001,P002,C006,2022-02-27,2022-03-14,2022-03-14,1824.01,Delivered
SHP00735,P011,P012,C009,2023-04-15,2023-05-07,2023-05-13,3923.79,Delayed
SHP00736,P011,P001,C008,2023-09-26,2023-10-06,2023-10-06,2840.93,Delivered
SHP00737,P011,P001,C005,2024-04-20,2024-05-01,2024-05-01,1458.92,In Transit
SHP00738,P010,P011,C004,2022-03-06,2022-03-12,2022-03-12,1003.81,Delivered
SHP00739,P011,P007,C006,2022-05-04,2022-05-24,2022-05-24,2626.22,Delivered
SHP00740,P010,P003,C006,2022-03-06,2022-03-25,2022-03-25,4842.26,Delivered
SHP00741,P006,P010,C003,2023-03-26,2023-04-16,2023-04-16,4287.43,Delivered
SHP00742,P003,P001,C008,2022-03-24,2022-04-13,2022-04-17,7208.77,Delayed
SHP00743,P010,P005,C007,2023-12-12,2023-12-29,2023-12-29,1817.23,Delivered
SHP00744,P003,P011,C001,2023-09-03,2023-09-25,2023-09-25,5270.45,Delivered
SHP00745,P005,P007,C007,2022-01-05,2022-01-17,2022-01-17,1439.39,Delivered
SHP00746,P009,P010,C004,2023-04-21,2023-05-11,2023-05-11,2197.19,Delivered
SHP00747,P003,P012,C008,2023-05-25,2023-06-05,2023-06-05,3763.04,Delivered
SHP00748,P005,P007,C010,2024-04-04,2024-04-18,2024-04-18,1727.86,In Transit
SHP00749,P003,P004,C001,2023-05-12,2023-05-26,2023-05-26,3177.59,Delivered
SHP00750,P004,P012,C006,2022-08-24,2022-09-04,2022-09-04,1448.4,Delivered
SHP00751,P004,P008,C004,2022-03-17,2022-03-30,2022-03-30,1600.09,Delivered
SHP00752,P003,P008,C006,2022-05-20,2022-06-06,2022-06-06,3057.94,Delivered
SHP00753,P004,P007,C003,2022-02-02,2022-02-16,2022-02-16,2360.92,Delivered
SHP00754,P004,P006,C010,2022-06-10,2022-06-26,2022-06-26,3270.76,Delivered
SHP00755,P010,P009,C004,2022-03-30,2022-04-15,2022-04-15,3213.41,Delivered
SHP00756,P005,P001,C007,2024-01-24,2024-02-07,2024-02-07,1889.51,Delivered
SHP00757,P010,P003,C010,2022-01-06,2022-01-30,2022-01-30,2526.71,Delivered
SHP00758,P009,P007,C008,2024-04-09,2024-04-24,2024-04-24,3363.63,In Transit
SHP00759,P007,P004,C003,2023-01-03,2023-01-21,2023-01-21,5432.72,Delivered
SHP00760,P008,P011,C010,2022-01-25,2022-02-21,2022-02-21,4094.35,Delivered
SHP00761,P003,P007,C008,2023-12-22,2024-01-21,2024-01-29,5167.89,Delayed
SHP00762,P005,P008,C005,2023-12-16,2023-12-28,2023-12-28,3060.5,Delivered
SHP00763,P002,P011,C006,2024-01-24,2024-02-03,2024-02-03,3237.7,Delivered
SHP00764,P008,P011,C001,2023-01-10,2023-02-04,2023-02-04,5700.5,Delivered
SHP00765,P012,P004,C003,2022-12-09,2022-12-22,2022-12-22,2772.5,Delivered
SHP00766,P012,P004,C004,2022-11-25,2022-12-10,2022-12-10,1732.44,Delivered
SHP00767,P001,P003,C006,2022-12-20,2023-01-16,2023-01-16,6085.4,Delivered
SHP00768,P009,P005,C008,2023-09-28,2023-10-21,2023-10-21,6575.23,Delivered
SHP00769,P002,P005,C008,2022-03-31,2022-04-08,2022-04-08,1951.61,Delivered
SHP00770,P002,P004,C008,2022-06-04,2022-06-21,2022-06-21,3967.54,Delivered
SHP00771,P011,P009,C003,2023-05-01,2023-05-20,2023-05-20,4477.03,Delivered
SHP00772,P004,P010,C006,2023-02-26,2023-03-17,2023-03-17,2986.02,Delivered
SHP00773,P010,P012,C009,2024-05-12,2024-05-30,2024-05-30,2910.9,In Transit
SHP00774,P004,P009,C006,2022-10-23,2022-11-02,2022-11-02,3042.24,Delivered
SHP00775,P010,P003,C009,2022-10-20,2022-11-09,2022-11-09,5309.02,Delivered
SHP00776,P004,P002,C001,2022-11-21,2022-12-07,2022-12-07,2810.52,Delivered
SHP00777,P012,P001,C006,2022-12-19,2023-01-04,2023-01-04,4114.13,Delivered
SHP00778,P007,P009,C003,2023-04-15,2023-05-04,2023-05-10,4995.06,Delayed
SHP00779,P009,P006,C005,2023-05-01,2023-05-13,2023-05-13,3870.85,Delivered
SHP00780,P012,P008,C006,2023-12-07,2023-12-17,2023-12-17,3301.91,Delivered
SHP00781,P009,P002,C005,2022-01-26,2022-02-15,2022-02-15,2957.64,Delivered
SHP00782,P004,P011,C009,2022-08-16,2022-09-03,2022-09-03,3138.24,Delivered
SHP00783,P011,P012,C002,2023-06-09,2023-06-29,2023-06-29,2397.47,Delivered
SHP00784,P006,P008,C003,2024-01-04,2024-01-20,2024-01-20,1698.52,Delivered
SHP00785,P006,P005,C008,2024-06-14,2024-06-26,2024-06-27,946.59,Delivered
SHP00786,P012,P007,C007,2022-05-23,2022-06-07,2022-06-15,3826.48,Delayed
SHP00787,P009,P006,C002,2023-08-28,2023-09-13,2023-09-13,1668.07,Delivered
SHP00788,P008,P011,C003,2022-07-24,2022-08-15,2022-08-15,4316.26,Delivered
SHP00789,P005,P011,C005,2023-05-21,2023-06-02,2023-06-02,1927.91,Delivered
SHP00790,P011,P012,C008,2022-05-08,2022-05-26,2022-05-26,3455.41,Delivered
SHP00791,P004,P001,C002,2024-02-23,2024-03-12,2024-03-12,4320.19,Delivered
SHP00792,P007,P005,C008,2023-12-12,2023-12-26,2023-12-26,1883.2,Delivered
SHP00793,P005,P003,C010,2022-03-01,2022-03-10,2022-03-10,2639.86,Delivered
SHP00794,P007,P012,C006,2022-02-19,2022-03-09,2022-03-09,4328.88,Delivered
SHP00795,P004,P012,C003,2024-02-23,2024-03-05,2024-03-05,1939.57,Delivered
SHP00796,P005,P006,C006,2022-04-09,2022-04-21,2022-04-21,2961.34,Delivered
SHP00797,P009,P005,C006,2024-03-08,2024-04-02,2024-04-02,6232.18,Delivered
SHP00798,P004,P010,C010,2023-12-08,2023-12-26,2023-12-26,3119.43,Delivered
SHP00799,P002,P008,C008,2022-03-20,2022-04-10,2022-04-10,6202.42,Delivered
SHP00800,P008,P011,C009,2024-02-21,2024-03-17,2024-03-17,4686.69,Delivered
SHP00801,P002,P005,C003,2024-05-27,2024-06-09,2024-06-12,1961.42,In Transit
SHP00802,P002,P003,C001,2024-03-04,2024-03-31,2024-03-31,4203.73,Delivered
SHP00803,P011,P009,C010,2022-03-02,2022-03-23,2022-03-29,3718.75,Delayed
SHP00804,P002,P011,C004,2023-08-25,2023-09-07,2023-09-15,2647.2,Delayed
SHP00805,P012,P005,C010,2022-12-23,2023-01-15,2023-01-17,4487.63,Delayed
SHP00806,P002,P011,C001,2023-06-26,2023-07-09,2023-07-09,3033.29,Delivered
SHP00807,P009,P001,C002,2022-08-08,2022-08-30,2022-08-30,3568.84,Delivered
SHP00808,P002,P004,C006,2023-01-24,2023-02-13,2023-02-13,2923.92,Delivered
SHP00809,P006,P002,C008,2022-04-23,2022-05-21,2022-05-21,5968.17,Delivered
SHP00810,P006,P009,C002,2023-01-30,2023-02-11,2023-02-11,2399.29,Delivered
SHP00811,P008,P004,C009,2023-02-22,2023-03-06,2023-03-06,3154.71,Delivered
SHP00812,P011,P006,C003,2022-01-14,2022-02-13,2022-02-13,3250.36,Delivered
SHP00813,P011,P012,C002,2022-05-03,2022-05-19,2022-05-19,4944.96,Delivered
SHP00814,P003,P002,C006,2022-07-23,2022-08-17,2022-08-17,6372.54,Delivered
SHP00815,P004,P008,C008,2022-10-13,2022-10-29,2022-10-29,2675.98,Delivered
SHP00816,P007,P006,C008,2023-11-14,2023-12-13,2023-12-13,7696.85,Delivered
SHP00817,P003,P009,C002,2022-05-06,2022-05-18,2022-05-18,2373.91,Delivered
SHP00818,P002,P009,C001,2022-07-03,2022-07-23,2022-07-23,3370.21,Delivered
SHP00819,P010,P002,C002,2023-11-08,2023-11-17,2023-11-17,1767.11,Delivered
SHP00820,P005,P010,C006,2024-04-08,2024-04-26,2024-04-26,4112.57,In Transit
SHP00821,P002,P008,C008,2022-11-19,2022-12-15,2022-12-15,4292.66,Delivered
SHP00822,P012,P003,C008,2023-03-18,2023-03-29,2023-03-29,3171.27,Delivered
SHP00823,P010,P012,C008,2023-11-07,2023-11-25,2023-11-25,1818.13,Delivered
SHP00824,P007,P005,C008,2023-08-29,2023-09-09,2023-09-09,2115.21,Delivered
SHP00825,P006,P001,C001,2023-08-28,2023-09-17,2023-09-17,5238.06,Delivered
SHP00826,P011,P006,C007,2022-04-10,2022-05-06,2022-05-06,4241.89,Delivered
SHP00827,P011,P004,C004,2022-08-29,2022-09-16,2022-09-16,4798.51,Delivered
SHP00828,P001,P010,C006,2022-02-08,2022-02-16,2022-02-16,1471.55,Delivered
SHP00829,P007,P005,C001,2023-12-14,2023-12-25,2023-12-25,2389.88,Delivered
SHP00830,P008,P002,C004,2022-12-11,2023-01-07,2023-01-07,6225.14,Delivered
SHP00831,P010,P005,C006,2023-03-23,2023-04-05,2023-04-05,3470.61,Delivered
SHP00832,P005,P006,C001,2022-11-01,2022-11-13,2022-11-13,896.55,Delivered
SHP00833,P002,P011,C002,2023-08-30,2023-09-14,2023-09-14,2241.22,Delivered
SHP00834,P002,P012,C005,2023-06-01,2023-06-19,2023-06-19,3819.46,Delivered
SHP00835,P007,P005,C010,2023-06-12,2023-06-23,2023-06-23,2584.87,Delivered
SHP00836,P003,P011,C008,2022-08-07,2022-09-06,2022-09-06,5608.66,Delivered
SHP00837,P011,P009,C010,2024-05-23,2024-06-12,2024-06-12,4286.94,Delivered
SHP00838,P003,P012,C005,2024-05-14,2024-05-27,2024-05-27,3415.62,In Transit
SHP00839,P007,P005,C005,2023-10-24,2023-11-02,2023-11-02,2112.47,Delivered
SHP00840,P004,P006,C008,2023-05-13,2023-05-27,2023-05-27,2699.85,Delivered
SHP00841,P004,P003,C005,2022-05-20,2022-05-30,2022-05-30,3036.87,Delivered
SHP00842,P012,P008,C001,2022-02-26,2022-03-14,2022-03-14,2157.35,Delivered
SHP00843,P002,P008,C006,2023-11-19,2023-12-19,2023-12-19,5640.26,Delivered
SHP00844,P010,P009,C002,2023-06-19,2023-07-09,2023-07-09,2517.19,Delivered
SHP00845,P005,P009,C002,2022-09-01,2022-09-20,2022-09-20,4691.98,Delivered
SHP00846,P012,P004,C007,2022-08-12,2022-08-24,2022-08-25,1506.84,Delayed
SHP00847,P007,P005,C010,2022-02-27,2022-03-10,2022-03-10,2717.81,Delivered
SHP00848,P004,P006,C003,2023-01-07,2023-01-20,2023-01-20,3500.83,Delivered
SHP00849,P010,P001,C001,2023-12-09,2023-12-19,2023-12-19,930.95,Delivered
SHP00850,P011,P002,C009,2024-06-06,2024-06-19,2024-06-19,3612.45,Delivered
SHP00851,P005,P006,C002,2024-04-22,2024-05-06,2024-05-06,2641.22,Delivered
SHP00852,P011,P007,C001,2022-10-08,2022-10-19,2022-10-19,2658.18,Delivered
SHP00853,P007,P006,C007,2024-06-16,2024-07-07,2024-07-07,5401.6,Delivered
SHP00854,P001,P002,C003,2023-10-08,2023-10-25,2023-10-25,2067.55,Delivered
SHP00855,P011,P005,C006,2023-08-13,2023-08-21,2023-08-21,1677.02,Delivered
SHP00856,P003,P011,C007,2024-03-22,2024-04-16,2024-04-16,5552.47,Delivered
SHP00857,P003,P012,C010,2024-04-26,2024-05-08,2024-05-08,1822.56,Delivered
SHP00858,P010,P004,C001,2022-01-24,2022-02-11,2022-02-11,3053.6,Delivered
SHP00859,P008,P004,C005,2023-12-20,2024-01-05,2024-01-05,2238.09,Delivered
SHP00860,P006,P003,C010,2022-05-01,2022-05-11,2022-05-11,2596.18,Delivered
SHP00861,P008,P012,C008,2022-05-02,2022-05-13,2022-05-13,2780.1,Delivered
SHP00862,P008,P007,C003,2023-03-18,2023-04-10,2023-04-10,6027.4,Delivered
SHP00863,P011,P004,C007,2022-07-04,2022-07-24,2022-07-24,3082.97,Delivered
SHP00864,P004,P007,C010,2023-12-02,2023-12-23,2023-12-24,3411.77,Delayed
SHP00865,P012,P007,C004,2024-01-01,2024-01-21,2024-01-21,4049.12,Delivered
SHP00866,P006,P004,C008,2022-12-29,2023-01-12,2023-01-12,3604.77,Delivered
SHP00867,P012,P001,C001,2022-09-17,2022-10-09,2022-10-09,2982.14,Delivered
SHP00868,P009,P001,C010,2022-07-03,2022-07-21,2022-07-23,3809.62,Delayed
SHP00869,P008,P003,C002,2022-11-21,2022-12-09,2022-12-09,1766.62,Delivered
SHP00870,P005,P007,C007,2022-10-17,2022-10-27,2022-10-27,3699.02,Delivered
SHP00871,P006,P008,C003,2022-11-20,2022-12-07,2022-12-07,2549.72,Delivered
SHP00872,P001,P005,C003,2022-02-25,2022-03-06,2022-03-12,1477.29,Delayed
SHP00873,P008,P007,C002,2023-05-22,2023-06-11,2023-06-11,6263.04,Delivered
SHP00874,P012,P003,C002,2022-12-24,2023-01-03,2023-01-03,2132.02,Delivered
SHP00875,P012,P009,C005,2023-07-31,2023-08-20,2023-08-20,3469.49,Delivered
SHP00876,P007,P002,C004,2024-02-26,2024-03-14,2024-03-14,3006.99,Delivered
SHP00877,P011,P012,C002,2023-02-08,2023-02-27,2023-02-27,4815.15,Delivered
SHP00878,P012,P011,C008,2023-04-10,2023-04-28,2023-04-28,2466.78,Delivered
SHP00879,P011,P010,C008,2022-11-29,2022-12-09,2022-12-09,1721.96,Delivered
SHP00880,P011,P005,C006,2024-03-28,2024-04-05,2024-04-05,1981.73,Delivered
SHP00881,P002,P008,C005,2022-07-02,2022-07-25,2022-07-25,7430.09,Delivered
SHP00882,P007,P005,C003,2022-05-04,2022-05-14,2022-05-14,2536.41,Delivered
SHP00883,P005,P012,C010,2022-05-15,2022-06-07,2022-06-07,4801.38,Delivered
SHP00884,P008,P005,C010,2023-09-07,2023-09-18,2023-09-25,1882.49,Delayed
SHP00885,P003,P008,C007,2022-04-06,2022-04-16,2022-04-16,3017.67,Delivered
SHP00886,P008,P010,C009,2022-03-27,2022-04-18,2022-04-18,2930.74,Delivered
SHP00887,P005,P003,C003,2023-12-02,2023-12-12,2023-12-12,2079.02,Delivered
SHP00888,P001,P010,C002,2023-06-07,2023-06-15,2023-06-15,1453.71,Delivered
SHP00889,P005,P007,C005,2023-08-23,2023-08-31,2023-08-31,1565.01,Delivered
SHP00890,P007,P001,C002,2023-03-03,2023-03-17,2023-03-17,2437.34,Delivered
SHP00891,P008,P011,C005,2022-12-16,2023-01-07,2023-01-07,4570.64,Delivered
SHP00892,P007,P010,C001,2022-01-06,2022-01-14,2022-01-14,1058.56,Delivered
SHP00893,P012,P007,C010,2024-01-14,2024-02-04,2024-02-04,3577.7,Delivered
SHP00894,P011,P007,C005,2022-03-31,2022-04-12,2022-04-12,1752.77,Delivered
SHP00895,P012,P004,C001,2022-08-03,2022-08-20,2022-08-20,2281.41,Delivered
SHP00896,P004,P002,C005,2024-02-28,2024-03-20,2024-03-20,3943.51,Delivered
SHP00897,P003,P009,C008,2023-04-28,2023-05-08,2023-05-08,3003.29,Delivered
SHP00898,P001,P007,C001,2022-04-16,2022-05-06,2022-05-06,3215.85,Delivered
SHP00899,P008,P011,C010,2024-01-19,2024-02-16,2024-02-16,3248.5,Delivered
SHP00900,P011,P008,C004,2024-01-02,2024-01-22,2024-01-22,5250.07,Delivered
SHP00901,P002,P006,C007,2024-06-29,2024-07-26,2024-07-27,5311.75,Delivered
SHP00902,P005,P004,C008,2022-12-19,2023-01-13,2023-01-13,3633.42,Delivered
SHP00903,P006,P011,C008,2022-05-15,2022-06-08,2022-06-08,3999.39,Delivered
SHP00904,P006,P009,C003,2023-09-29,2023-10-10,2023-10-10,3579.59,Delivered
SHP00905,P003,P004,C004,2022-06-10,2022-06-24,2022-06-24,3527.18,Delivered
SHP00906,P009,P001,C001,2023-01-03,2023-01-21,2023-01-21,2853.03,Delivered
SHP00907,P009,P001,C002,2022-12-12,2023-01-01,2023-01-04,2620.08,Delayed
SHP00908,P006,P001,C009,2022-10-01,2022-10-23,2022-10-23,6069.07,Delivered
