shipment_id,origin_port_id,destination_port_id,carrier_id,departure_date,scheduled_arrival,actual_arrival,cost_usd,status,delay_days,is_on_time,transit_days,departure_month,departure_year
SHP00437,P007,P001,C003,2022-05-21,2022-06-03,2022-06-03,4483.28,Delivered,0.0,True,13.0,2022-05,2022
SHP00438,P012,P003,C002,2023-05-15,2023-05-27,2023-05-27,1262.58,Delivered,0.0,True,12.0,2023-05,2023
SHP00439,P001,P009,C005,2022-08-03,2022-08-19,2022-08-19,3293.12,Delivered,0.0,True,16.0,2022-08,2022
SHP00440,P007,P012,C007,2023-02-18,2023-03-10,2023-03-10,2605.92,Delivered,0.0,True,20.0,2023-02,2023
SHP00441,P004,P007,C001,2022-11-26,2022-12-18,2022-12-18,3889.54,Delivered,0.0,True,22.0,2022-11,2022
SHP00442,P006,P005,C003,2022-04-16,2022-04-27,2022-04-27,1598.16,Delivered,0.0,True,11.0,2022-04,2022
SHP00443,P001,P006,C005,2023-04-12,2023-05-10,2023-05-10,6234.71,Delivered,0.0,True,28.0,2023-04,2023
SHP00444,P008,P006,C004,2022-06-18,2022-07-04,2022-07-06,1101.6,Delayed,2.0,False,18.0,2022-06,2022
SHP00445,P004,P001,C010,2023-06-01,2023-06-17,2023-06-19,4071.95,Delayed,2.0,False,18.0,2023-06,2023
SHP00446,P009,P011,C001,2023-09-01,2023-09-15,2023-09-15,3637.03,Delivered,0.0,True,14.0,2023-09,2023
SHP00447,P012,P002,C007,2023-03-31,2023-04-20,2023-04-27,3083.22,Delayed,7.0,False,27.0,2023-03,2023
SHP00448,P001,P006,C007,2023-11-09,2023-11-30,2023-11-30,4276.12,Delivered,0.0,True,21.0,2023-11,2023
SHP00449,P003,P008,C002,2023-06-08,2023-06-27,2023-06-27,2346.33,Delivered,0.0,True,19.0,2023-06,2023
SHP00450,P005,P010,C004,2023-01-02,2023-01-18,2023-01-18,2105.72,Delivered,0.0,True,16.0,2023-01,2023
SHP00451,P004,P009,C006,2022-08-29,2022-09-08,2022-09-10,2596.24,Delayed,2.0,False,12.0,2022-08,2022
SHP00452,P002,P010,C002,2024-01-11,2024-01-21,2024-01-23,1566.0,Delayed,2.0,False,12.0,2024-01,2024
SHP00453,P005,P006,C008,2022-02-21,2022-03-01,2022-03-01,2876.34,Delivered,0.0,True,8.0,2022-02,2022
SHP00454,P007,P002,C002,2024-05-21,2024-05-31,2024-06-03,1743.01,In Transit,3.0,False,13.0,2024-05,2024
SHP00455,P008,P011,C005,2024-06-18,2024-07-09,2024-07-09,5379.04,Delivered,0.0,True,21.0,2024-06,2024
SHP00456,P007,P009,C007,2023-10-27,2023-11-12,2023-11-13,4433.59,Delayed,1.0,False,17.0,2023-10,2023
SHP00457,P003,P002,C007,2023-08-28,2023-09-24,2023-09-24,6012.04,Delivered,0.0,True,27.0,2023-08,2023
SHP00458,P001,P012,C003,2023-05-10,2023-05-31,2023-06-06,3929.58,Delayed,6.0,False,27.0,2023-05,2023
SHP00459,P005,P012,C006,2022-01-13,2022-02-08,2022-02-08,3839.17,Delivered,0.0,True,26.0,2022-01,2022
SHP00460,P006,P010,C009,2023-12-06,2023-12-25,2023-12-25,4725.62,Delivered,0.0,True,19.0,2023-12,2023
SHP00461,P011,P012,C007,2022-06-02,2022-06-24,2022-06-24,5093.58,Delivered,0.0,True,22.0,2022-06,2022
SHP00462,P008,P009,C003,2022-03-18,2022-04-03,2022-04-03,2325.15,Delivered,0.0,True,16.0,2022-03,2022
SHP00463,P001,P010,C004,2023-07-18,2023-07-28,2023-07-28,1984.08,Delivered,0.0,True,10.0,2023-07,2023
SHP00464,P002,P009,C008,2022-11-20,2022-12-05,2022-12-05,4524.85,Delivered,0.0,True,15.0,2022-11,2022
SHP00465,P007,P008,C001,2023-07-25,2023-08-22,2023-08-23,3611.85,Delayed,1.0,False,29.0,2023-07,2023
SHP00466,P009,P010,C004,2023-11-02,2023-11-22,2023-11-22,1908.83,Delivered,0.0,True,20.0,2023-11,2023
SHP00467,P004,P009,C006,2023-07-28,2023-08-16,2023-08-16,2691.49,Delivered,0.0,True,19.0,2023-07,2023
SHP00468,P011,P004,C001,2022-12-16,2023-01-04,2023-01-04,5178.67,Delivered,0.0,True,19.0,2022-12,2022
SHP00469,P009,P006,C002,2022-02-16,2022-02-27,2022-02-27,3115.28,Delivered,0.0,True,11.0,2022-02,2022
SHP00470,P004,P005,C002,2024-05-22,2024-06-15,2024-06-15,5145.81,In Transit,0.0,True,24.0,2024-05,2024
SHP00471,P002,P008,C001,2023-10-11,2023-11-10,2023-11-10,5525.22,Delivered,0.0,True,30.0,2023-10,2023
SHP00472,P003,P009,C001,2023-06-28,2023-07-13,2023-07-28,3582.45,Delayed,15.0,False,30.0,2023-06,2023
SHP00473,P008,P010,C003,2023-12-10,2023-12-30,2023-12-30,3219.76,Delivered,0.0,True,20.0,2023-12,2023
SHP00474,P009,P007,C007,2023-09-16,2023-10-03,2023-10-03,5095.75,Delivered,0.0,True,17.0,2023-09,2023
SHP00475,P008,P003,C003,2023-02-27,2023-03-18,2023-03-18,2749.29,Delivered,0.0,True,19.0,2023-02,2023
SHP00476,P012,P009,C004,2022-07-25,2022-08-07,2022-08-07,3000.83,Delivered,0.0,True,13.0,2022-07,2022
SHP00477,P011,P003,C003,2023-05-31,2023-06-28,2023-06-28,5067.53,Delivered,0.0,True,28.0,2023-05,2023
SHP00478,P010,P012,C007,2023-11-22,2023-12-10,2023-12-10,3462.48,Delivered,0.0,True,18.0,2023-11,2023
SHP00479,P009,P002,C001,2023-01-26,2023-02-11,2023-02-17,2748.0,Delayed,6.0,False,22.0,2023-01,2023
SHP00480,P011,P005,C003,2024-05-09,2024-05-17,2024-05-17,2727.94,In Transit,0.0,True,8.0,2024-05,2024
SHP00481,P008,P002,C010,2024-06-07,2024-07-07,2024-07-07,6039.14,In Transit,0.0,True,30.0,2024-06,2024
SHP00482,P012,P005,C001,2023-01-26,2023-02-19,2023-02-19,5003.03,Delivered,0.0,True,24.0,2023-01,2023
SHP00483,P009,P001,C001,2024-02-01,2024-02-19,2024-02-19,4906.77,Delivered,0.0,True,18.0,2024-02,2024
SHP00484,P011,P012,C006,2024-02-13,2024-03-06,2024-03-06,2744.86,Delivered,0.0,True,22.0,2024-02,2024
SHP00485,P004,P006,C008,2022-07-01,2022-07-16,2022-07-17,3350.48,Delayed,1.0,False,16.0,2022-07,2022
SHP00486,P005,P010,C005,2022-05-14,2022-05-26,2022-05-26,2113.11,Delivered,0.0,True,12.0,2022-05,2022
SHP00487,P012,P003,C001,2022-06-07,2022-06-19,2022-06-19,2434.83,Delivered,0.0,True,12.0,2022-06,2022
SHP00488,P010,P009,C006,2022-03-16,2022-03-31,2022-03-31,2734.0,Delivered,0.0,True,15.0,2022-03,2022
SHP00489,P009,P003,C007,2023-07-11,2023-07-25,2023-07-25,2965.84,Delivered,0.0,True,14.0,2023-07,2023
SHP00490,P005,P004,C010,2023-06-28,2023-07-23,2023-07-23,4864.76,Delivered,0.0,True,25.0,2023-06,2023
SHP00491,P001,P003,C006,2023-04-02,2023-04-25,2023-04-25,4871.67,Delivered,0.0,True,23.0,2023-04,2023
SHP00492,P006,P008,C002,2023-01-31,2023-02-14,2023-02-14,1465.21,Delivered,0.0,True,14.0,2023-01,2023
SHP00493,P006,P010,C009,2023-04-02,2023-04-27,2023-04-28,5936.05,Delayed,1.0,False,26.0,2023-04,2023
SHP00494,P003,P010,C009,2022-01-08,2022-01-27,2022-01-27,5581.23,Delivered,0.0,True,19.0,2022-01,2022
SHP00495,P011,P007,C002,2022-07-30,2022-08-17,2022-08-17,3195.07,Delivered,0.0,True,18.0,2022-07,2022
SHP00496,P002,P012,C003,2022-01-25,2022-02-15,2022-02-15,2185.08,Delivered,0.0,True,21.0,2022-01,2022
SHP00497,P003,P006,C009,2022-03-14,2022-04-02,2022-04-02,2740.4,Delivered,0.0,True,19.0,2022-03,2022
SHP00498,P006,P001,C007,2023-11-21,2023-12-12,2023-12-12,5998.46,Delivered,0.0,True,21.0,2023-11,2023
SHP00499,P012,P010,C001,2023-12-19,2023-12-30,2023-12-30,2515.81,Delivered,0.0,True,11.0,2023-12,2023
SHP00500,P005,P009,C007,2023-02-09,2023-02-27,2023-02-27,5578.26,Delivered,0.0,True,18.0,2023-02,2023
SHP00501,P007,P010,C005,2023-10-12,2023-10-18,2023-10-18,2647.8,Delivered,0.0,True,6.0,2023-10,2023
SHP00502,P001,P010,C009,2022-05-25,2022-05-30,2022-06-05,1136.04,Delayed,6.0,False,11.0,2022-05,2022
SHP00503,P009,P002,C005,2022-08-04,2022-08-23,2022-08-23,4872.34,Delivered,0.0,True,19.0,2022-08,2022
SHP00504,P010,P005,C004,2022-04-28,2022-05-10,2022-05-10,2433.71,Delivered,0.0,True,12.0,2022-04,2022
SHP00505,P009,P008,C009,2022-03-16,2022-03-28,2022-03-28,2450.83,Delivered,0.0,True,12.0,2022-03,2022
SHP00506,P006,P003,C004,2022-04-13,2022-04-27,2022-04-27,3757.1,Delivered,0.0,True,14.0,2022-04,2022
SHP00507,P008,P006,C010,2023-11-07,2023-11-21,2023-11-21,1200.47,Delivered,0.0,True,14.0,2023-11,2023
SHP00508,P003,P001,C006,2022-09-10,2022-10-03,2022-10-03,5498.74,Delivered,0.0,True,23.0,2022-09,2022
SHP00509,P006,P003,C006,2024-06-17,2024-07-04,2024-07-04,2288.53,In Transit,0.0,True,17.0,2024-06,2024
SHP00510,P002,P006,C003,2023-07-06,2023-07-29,2023-07-29,6968.92,Delivered,0.0,True,23.0,2023-07,2023
SHP00511,P002,P001,C009,2023-10-09,2023-10-19,2023-10-19,2756.5,Delivered,0.0,True,10.0,2023-10,2023
SHP00512,P005,P010,C009,2023-04-29,2023-05-19,2023-05-19,2061.3,Delivered,0.0,True,20.0,2023-04,2023
SHP00513,P010,P005,C003,2023-04-21,2023-05-09,2023-05-09,1731.5,Delivered,0.0,True,18.0,2023-04,2023
SHP00514,P010,P012,C003,2024-02-15,2024-03-04,2024-03-09,2109.97,Delayed,5.0,False,23.0,2024-02,2024
SHP00515,P010,P012,C003,2024-01-24,2024-02-10,2024-02-10,1971.85,Delivered,0.0,True,17.0,2024-01,2024
SHP00516,P004,P001,C004,2023-06-15,2023-07-04,2023-07-04,4060.62,Delivered,0.0,True,19.0,2023-06,2023
SHP00517,P001,P012,C006,2022-04-16,2022-05-08,2022-05-08,3291.58,Delivered,0.0,True,22.0,2022-04,2022
SHP00518,P007,P012,C007,2023-01-10,2023-01-25,2023-01-25,2783.52,Delivered,0.0,True,15.0,2023-01,2023
SHP00519,P009,P007,C006,2024-04-16,2024-05-05,2024-05-05,3301.66,In Transit,0.0,True,19.0,2024-04,2024
SHP00520,P004,P002,C009,2023-10-21,2023-11-08,2023-11-08,2642.33,Delivered,0.0,True,18.0,2023-10,2023
SHP00521,P012,P002,C004,2023-03-01,2023-03-20,2023-03-20,3205.99,Delivered,0.0,True,19.0,2023-03,2023
SHP00522,P007,P001,C004,2022-02-14,2022-02-26,2022-02-26,2119.84,Delivered,0.0,True,12.0,2022-02,2022
SHP00523,P001,P011,C003,2022-02-27,2022-03-11,2022-03-11,2803.67,Delivered,0.0,True,12.0,2022-02,2022
SHP00524,P001,P012,C005,2022-03-29,2022-04-15,2022-04-15,4719.14,Delivered,0.0,True,17.0,2022-03,2022
SHP00525,P003,P005,C007,2023-09-08,2023-09-17,2023-09-17,2795.68,Delivered,0.0,True,9.0,2023-09,2023
SHP00526,P012,P011,C006,2023-04-10,2023-04-25,2023-04-25,4231.63,Delivered,0.0,True,15.0,2023-04,2023
SHP00527,P004,P010,C009,2023-12-02,2023-12-18,2023-12-18,3227.8,Delivered,0.0,True,16.0,2023-12,2023
SHP00528,P009,P010,C002,2022-04-06,2022-04-23,2022-04-23,4225.52,Delivered,0.0,True,17.0,2022-04,2022
SHP00529,P001,P012,C007,2023-06-19,2023-07-09,2023-07-09,2396.31,Delivered,0.0,True,20.0,2023-06,2023
SHP00530,P007,P006,C010,2024-04-03,2024-05-02,2024-05-07,3939.43,Delivered,5.0,False,34.0,2024-04,2024
SHP00531,P002,P006,C010,2024-06-16,2024-07-14,2024-07-14,3938.24,In Transit,0.0,True,28.0,2024-06,2024
SHP00532,P007,P012,C004,2023-12-06,2023-12-25,2023-12-25,1940.73,Delivered,0.0,True,19.0,2023-12,2023
SHP00533,P010,P005,C005,2024-05-25,2024-06-12,2024-06-12,2413.04,In Transit,0.0,True,18.0,2024-05,2024
SHP00534,P009,P008,C003,2023-01-15,2023-01-29,2023-01-29,3004.44,Delivered,0.0,True,14.0,2023-01,2023
SHP00535,P006,P008,C003,2024-05-25,2024-06-14,2024-06-20,2475.66,In Transit,6.0,False,26.0,2024-05,2024
SHP00536,P007,P006,C009,2023-09-21,2023-10-21,2023-10-21,3017.58,Delivered,0.0,True,30.0,2023-09,2023
SHP00537,P001,P003,C003,2023-04-28,2023-05-27,2023-05-27,3996.87,Delivered,0.0,True,29.0,2023-04,2023
SHP00538,P007,P008,C010,2023-11-03,2023-12-01,2023-12-01,6549.3,Delivered,0.0,True,28.0,2023-11,2023
SHP00539,P003,P012,C008,2023-03-26,2023-04-05,2023-04-05,3051.83,Delivered,0.0,True,10.0,2023-03,2023
SHP00540,P010,P009,C009,2023-12-17,2023-12-30,2023-12-30,2466.28,Delivered,0.0,True,13.0,2023-12,2023
SHP00541,P011,P001,C003,2022-03-30,2022-04-13,2022-04-13,1879.39,Delivered,0.0,True,14.0,2022-03,2022
SHP00542,P012,P002,C002,2023-07-17,2023-08-04,2023-08-04,4253.84,Delivered,0.0,True,18.0,2023-07,2023
SHP00543,P006,P005,C004,2023-09-13,2023-09-22,2023-09-22,2247.89,Delivered,0.0,True,9.0,2023-09,2023
SHP00544,P009,P002,C009,2022-10-29,2022-11-17,2022-11-17,4266.58,Delivered,0.0,True,19.0,2022-10,2022
SHP00545,P009,P011,C005,2023-12-12,2024-01-02,2024-01-02,4077.01,Delivered,0.0,True,21.0,2023-12,2023
SHP00546,P008,P012,C008,2023-08-24,2023-09-09,2023-09-10,1269.09,Delayed,1.0,False,17.0,2023-08,2023
SHP00547,P011,P004,C004,2024-03-30,2024-04-18,2024-04-18,2531.81,Delivered,0.0,True,19.0,2024-03,2024
SHP00548,P005,P002,C007,2023-11-21,2023-12-04,2023-12-04,1438.01,Delivered,0.0,True,13.0,2023-11,2023
SHP00549,P008,P006,C006,2022-08-12,2022-08-31,2022-08-31,2953.41,Delivered,0.0,True,19.0,2022-08,2022
SHP00550,P004,P005,C004,2024-06-12,2024-07-04,2024-07-06,2839.4,In Transit,2.0,False,24.0,2024-06,2024
SHP00551,P006,P003,C002,2022-05-03,2022-05-14,2022-05-14,2261.73,Delivered,0.0,True,11.0,2022-05,2022
SHP00552,P001,P009,C006,2023-09-28,2023-10-17,2023-10-17,4285.63,Delivered,0.0,True,19.0,2023-09,2023
SHP00553,P005,P009,C003,2024-02-22,2024-03-19,2024-03-19,3834.21,Delivered,0.0,True,26.0,2024-02,2024
SHP00554,P008,P010,C001,2023-05-30,2023-06-22,2023-06-22,5289.85,Delivered,0.0,True,23.0,2023-05,2023
SHP00555,P002,P010,C008,2022-11-20,2022-11-30,2022-12-01,1303.24,Delayed,1.0,False,11.0,2022-11,2022
SHP00556,P005,P003,C009,2022-09-27,2022-10-06,2022-10-06,2772.43,Delivered,0.0,True,9.0,2022-09,2022
SHP00557,P003,P009,C007,2022-08-04,2022-08-17,2022-08-17,2698.07,Delivered,0.0,True,13.0,2022-08,2022
SHP00558,P003,P011,C004,2024-04-13,2024-05-04,2024-05-04,5670.85,Delivered,0.0,True,21.0,2024-04,2024
SHP00559,P004,P003,C003,2023-04-30,2023-05-16,2023-05-23,3206.95,Delayed,7.0,False,23.0,2023-04,2023
SHP00560,P009,P006,C008,2022-11-04,2022-11-16,2022-11-16,3572.87,Delivered,0.0,True,12.0,2022-11,2022
SHP00561,P012,P003,C001,2022-08-09,2022-08-25,2022-08-25,3891.96,Delivered,0.0,True,16.0,2022-08,2022
SHP00562,P006,P010,C009,2024-04-09,2024-05-01,2024-05-01,4918.66,Delivered,0.0,True,22.0,2024-04,2024
SHP00563,P010,P004,C010,2023-08-13,2023-09-02,2023-09-02,2149.36,Delivered,0.0,True,20.0,2023-08,2023
SHP00564,P008,P009,C002,2023-01-26,2023-02-09,2023-02-09,2396.33,Delivered,0.0,True,14.0,2023-01,2023
SHP00565,P003,P012,C006,2023-03-08,2023-03-23,2023-03-23,2744.32,Delivered,0.0,True,15.0,2023-03,2023
SHP00566,P006,P007,C005,2023-12-29,2024-01-22,2024-01-22,5047.27,Delivered,0.0,True,24.0,2023-12,2023
SHP00567,P006,P011,C009,2023-04-07,2023-05-03,2023-05-03,6489.95,Delivered,0.0,True,26.0,2023-04,2023
SHP00568,P012,P002,C004,2022-06-20,2022-07-10,2022-07-14,2967.13,Delayed,4.0,False,24.0,2022-06,2022
SHP00569,P009,P001,C001,2024-02-29,2024-03-20,2024-03-20,5380.99,Delivered,0.0,True,20.0,2024-02,2024
SHP00570,P007,P005,C004,2022-09-11,2022-09-24,2022-09-24,2614.57,Delivered,0.0,True,13.0,2022-09,2022
SHP00571,P003,P001,C001,2023-11-11,2023-12-06,2023-12-06,3528.66,Delivered,0.0,True,25.0,2023-11,2023
SHP00572,P005,P010,C008,2022-05-19,2022-06-06,2022-06-06,3029.15,Delivered,0.0,True,18.0,2022-05,2022
SHP00573,P011,P010,C007,2023-06-21,2023-07-01,2023-07-01,822.24,Delivered,0.0,True,10.0,2023-06,2023
SHP00574,P008,P005,C006,2023-02-27,2023-03-09,2023-03-09,2089.89,Delivered,0.0,True,10.0,2023-02,2023
SHP00576,P007,P005,C010,2022-08-25,2022-09-08,2022-09-09,1687.09,Delayed,1.0,False,15.0,2022-08,2022
SHP00577,P009,P007,C007,2022-09-13,2022-09-29,2022-09-29,4165.16,Delivered,0.0,True,16.0,2022-09,2022
SHP00578,P011,P004,C009,2024-02-22,2024-03-11,2024-03-11,3824.18,Delivered,0.0,True,18.0,2024-02,2024
SHP00579,P007,P004,C002,2022-07-06,2022-07-22,2022-07-22,3715.11,Delivered,0.0,True,16.0,2022-07,2022
SHP00580,P004,P007,C001,2022-06-05,2022-06-19,2022-06-19,2499.81,Delivered,0.0,True,14.0,2022-06,2022
SHP00581,P005,P006,C003,2024-01-03,2024-01-14,2024-01-14,2123.19,Delivered,0.0,True,11.0,2024-01,2024
SHP00582,P005,P009,C006,2023-04-20,2023-05-08,2023-05-08,6311.26,Delivered,0.0,True,18.0,2023-04,2023
SHP00583,P001,P006,C007,2022-03-15,2022-04-12,2022-04-12,4871.33,Delivered,0.0,True,28.0,2022-03,2022
SHP00584,P002,P005,C007,2024-02-29,2024-03-11,2024-03-11,1923.36,Delivered,0.0,True,11.0,2024-02,2024
SHP00585,P012,P002,C009,2023-11-13,2023-11-30,2023-11-30,3841.83,Delivered,0.0,True,17.0,2023-11,2023
SHP00586,P001,P010,C009,2022-05-06,2022-05-13,2022-05-13,1562.02,Delivered,0.0,True,7.0,2022-05,2022
SHP00587,P001,P012,C004,2022-04-26,2022-05-13,2022-05-13,3431.24,Delivered,0.0,True,17.0,2022-04,2022
SHP00588,P004,P001,C001,2023-08-19,2023-09-09,2023-09-09,3398.64,Delivered,0.0,True,21.0,2023-08,2023
SHP00589,P004,P003,C008,2022-04-04,2022-04-19,2022-04-19,4026.91,Delivered,0.0,True,15.0,2022-04,2022
SHP00590,P011,P003,C009,2024-03-21,2024-04-11,2024-04-13,4408.23,Delayed,2.0,False,23.0,2024-03,2024
SHP00591,P011,P006,C008,2024-01-21,2024-02-13,2024-02-15,4932.27,Delayed,2.0,False,25.0,2024-01,2024
SHP00592,P012,P008,C009,2022-10-29,2022-11-12,2022-11-12,1773.34,Delivered,0.0,True,14.0,2022-10,2022
SHP00593,P006,P007,C008,2022-10-09,2022-11-07,2022-11-07,5787.11,Delivered,0.0,True,29.0,2022-10,2022
SHP00594,P005,P010,C006,2023-04-10,2023-04-20,2023-04-20,2850.79,Delivered,0.0,True,10.0,2023-04,2023
SHP00595,P001,P011,C006,2024-03-05,2024-03-24,2024-03-24,2717.61,Delivered,0.0,True,19.0,2024-03,2024
SHP00596,P009,P012,C008,2024-02-24,2024-03-13,2024-03-13,1832.79,Delivered,0.0,True,18.0,2024-02,2024
SHP00597,P006,P002,C002,2023-06-20,2023-07-20,2023-07-25,7015.65,Delayed,5.0,False,35.0,2023-06,2023
SHP00598,P008,P004,C002,2022-02-02,2022-02-16,2022-02-16,3234.23,Delivered,0.0,True,14.0,2022-02,2022
SHP00599,P010,P011,C005,2022-02-20,2022-02-27,2022-02-27,2659.99,Delivered,0.0,True,7.0,2022-02,2022
SHP00600,P002,P009,C001,2023-01-05,2023-01-27,2023-01-27,4699.0,Delivered,0.0,True,22.0,2023-01,2023
SHP00601,P012,P001,C010,2022-09-30,2022-10-22,2022-10-26,2279.6,Delayed,4.0,False,26.0,2022-09,2022
SHP00602,P002,P003,C004,2023-06-29,2023-07-25,2023-08-02,6329.52,Delayed,8.0,False,34.0,2023-06,2023
SHP00603,P011,P003,C009,2024-02-07,2024-03-06,2024-03-06,3748.1,Delivered,0.0,True,28.0,2024-02,2024
SHP00604,P011,P007,C002,2022-06-20,2022-07-02,2022-07-02,2306.92,Delivered,0.0,True,12.0,2022-06,2022
SHP00605,P009,P011,C008,2022-12-27,2023-01-15,2023-01-15,5085.34,Delivered,0.0,True,19.0,2022-12,2022
SHP00606,P012,P006,C010,2022-09-04,2022-09-18,2022-09-18,1917.01,Delivered,0.0,True,14.0,2022-09,2022
SHP00607,P012,P005,C006,2023-04-09,2023-05-04,2023-05-04,3925.11,Delivered,0.0,True,25.0,2023-04,2023
SHP00608,P003,P006,C001,2022-11-04,2022-11-17,2022-11-17,2508.54,Delivered,0.0,True,13.0,2022-11,2022
SHP00609,P012,P005,C009,2023-06-08,2023-07-04,2023-07-04,5328.41,Delivered,0.0,True,26.0,2023-06,2023
SHP00610,P005,P007,C010,2022-09-13,2022-09-22,2022-09-25,2100.65,Delayed,3.0,False,12.0,2022-09,2022
SHP00611,P010,P004,C002,2024-01-11,2024-01-26,2024-01-26,2522.99,Delivered,0.0,True,15.0,2024-01,2024
SHP00612,P002,P011,C005,2022-02-08,2022-02-27,2022-02-27,2489.91,Delivered,0.0,True,19.0,2022-02,2022
SHP00613,P006,P007,C007,2023-03-03,2023-03-24,2023-03-24,4082.51,Delivered,0.0,True,21.0,2023-03,2023
SHP00614,P011,P007,C001,2022-11-09,2022-11-27,2022-11-28,2204.17,Delayed,1.0,False,19.0,2022-11,2022
SHP00615,P009,P004,C003,2022-02-21,2022-03-13,2022-03-13,1829.33,Delivered,0.0,True,20.0,2022-02,2022
SHP00616,P004,P008,C005,2024-03-16,2024-03-29,2024-03-29,2713.93,Delivered,0.0,True,13.0,2024-03,2024
SHP00617,P012,P001,C009,2023-02-13,2023-03-03,2023-03-08,3683.13,Delayed,5.0,False,23.0,2023-02,2023
SHP00618,P009,P004,C008,2023-02-09,2023-03-01,2023-03-01,2510.47,Delivered,0.0,True,20.0,2023-02,2023
SHP00619,P009,P004,C004,2022-03-15,2022-03-29,2022-03-29,2499.33,Delivered,0.0,True,14.0,2022-03,2022
SHP00620,P007,P006,C006,2022-07-15,2022-08-09,2022-08-09,5814.04,Delivered,0.0,True,25.0,2022-07,2022
SHP00621,P003,P007,C010,2024-04-21,2024-05-18,2024-05-18,5196.03,Delivered,0.0,True,27.0,2024-04,2024
SHP00622,P012,P002,C002,2024-01-28,2024-02-11,2024-02-11,3809.2,Delivered,0.0,True,14.0,2024-01,2024
SHP00623,P005,P001,C006,2023-12-12,2023-12-26,2023-12-26,2454.05,Delivered,0.0,True,14.0,2023-12,2023
SHP00624,P004,P010,C009,2024-02-08,2024-02-22,2024-02-22,2827.92,Delivered,0.0,True,14.0,2024-02,2024
SHP00625,P012,P011,C001,2023-01-21,2023-02-12,2023-02-18,2895.01,Delayed,6.0,False,28.0,2023-01,2023
SHP00626,P001,P009,C001,2022-03-10,2022-03-30,2022-03-30,4987.2,Delivered,0.0,True,20.0,2022-03,2022
SHP00627,P006,P002,C001,2022-10-27,2022-11-26,2022-11-26,6065.64,Delivered,0.0,True,30.0,2022-10,2022
SHP00628,P008,P011,C009,2022-04-01,2022-04-23,2022-04-23,6517.12,Delivered,0.0,True,22.0,2022-04,2022
SHP00629,P012,P001,C001,2022-09-11,2022-10-03,2022-10-03,3755.3,Delivered,0.0,True,22.0,2022-09,2022
SHP00630,P006,P012,C005,2022-08-30,2022-09-13,2022-09-13,1971.72,Delivered,0.0,True,14.0,2022-08,2022
SHP00631,P007,P001,C009,2022-10-14,2022-10-27,2022-10-30,3059.97,Delayed,3.0,False,16.0,2022-10,2022
SHP00632,P011,P010,C004,2023-03-04,2023-03-10,2023-03-10,1048.56,Delivered,0.0,True,6.0,2023-03,2023
SHP00633,P010,P006,C008,2023-07-10,2023-07-30,2023-07-30,2980.55,Delivered,0.0,True,20.0,2023-07,2023
SHP00634,P005,P010,C003,2023-03-17,2023-03-29,2023-03-29,2484.63,Delivered,0.0,True,12.0,2023-03,2023
SHP00635,P002,P010,C009,2024-01-07,2024-01-12,2024-01-12,1621.83,Delivered,0.0,True,5.0,2024-01,2024
SHP00636,P007,P008,C005,2023-03-30,2023-04-29,2023-04-29,4882.73,Delivered,0.0,True,30.0,2023-03,2023
SHP00637,P002,P004,C003,2022-01-27,2022-02-14,2022-02-14,3600.89,Delivered,0.0,True,18.0,2022-01,2022
SHP00638,P002,P009,C003,2023-05-30,2023-06-20,2023-06-20,3202.89,Delivered,0.0,True,21.0,2023-05,2023
SHP00639,P008,P009,C003,2022-06-17,2022-06-28,2022-06-28,3603.4,Delivered,0.0,True,11.0,2022-06,2022
SHP00640,P004,P012,C004,2024-02-15,2024-02-28,2024-03-05,2950.48,Delayed,6.0,False,19.0,2024-02,2024
SHP00641,P010,P008,C006,2024-06-06,2024-07-01,2024-07-01,4809.57,Delivered,0.0,True,25.0,2024-06,2024
SHP00642,P007,P011,C010,2023-09-01,2023-09-19,2023-09-19,2375.35,Delivered,0.0,True,18.0,2023-09,2023
SHP00643,P009,P002,C008,2023-04-13,2023-04-27,2023-04-27,1822.11,Delivered,0.0,True,14.0,2023-04,2023
SHP00644,P007,P010,C001,2022-07-14,2022-07-21,2022-07-21,1302.12,Delivered,0.0,True,7.0,2022-07,2022
SHP00645,P005,P009,C003,2023-03-09,2023-03-31,2023-03-31,3264.17,Delivered,0.0,True,22.0,2023-03,2023
SHP00646,P008,P002,C009,2022-04-26,2022-05-18,2022-05-18,6445.52,Delivered,0.0,True,22.0,2022-04,2022
SHP00647,P003,P008,C007,2022-11-28,2022-12-15,2022-12-18,3418.31,Delayed,3.0,False,20.0,2022-11,2022
SHP00648,P002,P006,C006,2023-12-10,2024-01-09,2024-01-09,5700.06,Delivered,0.0,True,30.0,2023-12,2023
SHP00649,P002,P003,C002,2023-12-25,2024-01-21,2024-01-21,3870.9,Delivered,0.0,True,27.0,2023-12,2023
SHP00650,P010,P003,C007,2023-07-18,2023-08-11,2023-08-14,3099.48,Delayed,3.0,False,27.0,2023-07,2023
SHP00651,P011,P003,C003,2024-06-08,2024-06-30,2024-06-30,5485.68,Delivered,0.0,True,22.0,2024-06,2024
SHP00652,P003,P002,C003,2022-07-27,2022-08-16,2022-08-16,4723.83,Delivered,0.0,True,20.0,2022-07,2022
SHP00653,P008,P010,C001,2023-09-15,2023-10-10,2023-10-10,4594.06,Delivered,0.0,True,25.0,2023-09,2023
SHP00654,P010,P001,C004,2024-06-22,2024-07-01,2024-07-01,1450.3,In Transit,0.0,True,9.0,2024-06,2024
