weather_id,port_id,weather_date,condition,wind_speed_kmh,visibility_km,weather_severity
1124,P004,2023-09-26,Clear,22.1,18,0
1125,P004,2023-09-29,Clear,29.3,14,0
1126,P004,2023-10-02,Clear,26.0,13,0
1127,P004,2023-10-05,Clear,28.2,13,0
1128,P004,2023-10-08,Clear,12.8,8,0
1129,P004,2023-10-11,Cloudy,23.9,20,0
1130,P004,2023-10-14,Clear,22.6,16,0
1131,P004,2023-10-17,Cloudy,24.7,6,0
1132,P004,2023-10-20,Clear,8.1,16,0
1133,P004,2023-10-23,Thunderstorm,40.4,4,2
1134,P004,2023-10-26,Cloudy,15.1,8,0
1135,P004,2023-10-29,Clear,15.7,10,0
1136,P004,2023-11-01,Cloudy,10.6,5,0
1137,P004,2023-11-04,Cloudy,23.5,18,0
1138,P004,2023-11-07,Rain,19.2,12,1
1139,P004,2023-11-10,Clear,16.2,15,0
1140,P004,2023-11-13,Cloudy,17.0,6,0
1141,P004,2023-11-16,Storm,83.9,5,3
1142,P004,2023-11-19,Clear,17.8,13,0
1143,P004,2023-11-22,Fog,11.0,1,1
1144,P004,2023-11-25,Clear,10.0,14,0
1145,P004,2023-11-28,Thunderstorm,88.3,5,2
1146,P004,2023-12-01,Clear,34.2,9,0
1147,P004,2023-12-04,Clear,15.0,6,0
1148,P004,2023-12-07,Storm,55.5,2,3
1149,P004,2023-12-10,Rain,18.8,10,1
1150,P004,2023-12-13,Cloudy,24.8,11,0
1151,P004,2023-12-16,Thunderstorm,55.1,1,2
1152,P004,2023-12-19,Clear,30.7,18,0
1153,P004,2023-12-22,Clear,12.3,16,0
1154,P004,2023-12-25,Clear,9.8,8,0
1155,P004,2023-12-28,Cloudy,25.6,11,0
1156,P004,2023-12-31,Fog,15.0,2,1
1157,P004,2024-01-03,Rain,27.9,8,1
1158,P004,2024-01-06,Clear,14.6,9,0
1159,P004,2024-01-09,Clear,14.8,14,0
1160,P004,2024-01-12,Rain,26.9,18,1
1161,P004,2024-01-15,Cloudy,21.0,16,0
1162,P004,2024-01-18,Cloudy,27.2,5,0
1163,P004,2024-01-21,Clear,23.3,12,0
1164,P004,2024-01-24,Clear,15.2,5,0
1165,P004,2024-01-27,Cloudy,27.6,7,0
1166,P004,2024-01-30,Cloudy,9.1,11,0
1167,P004,2024-02-02,Clear,14.1,7,0
1168,P004,2024-02-05,Clear,24.6,18,0
1169,P004,2024-02-08,Clear,14.3,20,0
1170,P004,2024-02-11,Clear,33.8,18,0
1171,P004,2024-02-14,Clear,16.9,8,0
1172,P004,2024-02-17,Cloudy,7.5,8,0
1173,P004,2024-02-20,Rain,17.1,5,1
1174,P004,2024-02-23,Clear,8.9,17,0
1175,P004,2024-02-26,Rain,5.3,17,1
1176,P004,2024-02-29,Cloudy,6.6,18,0
1177,P004,2024-03-03,Clear,24.0,19,0
1178,P004,2024-03-06,Cloudy,28.4,15,0
1179,P004,2024-03-09,Thunderstorm,88.6,1,2
1180,P004,2024-03-12,Rain,34.4,17,1
1181,P004,2024-03-15,Thunderstorm,44.0,1,2
1182,P004,2024-03-18,Clear,33.0,13,0
1183,P004,2024-03-21,Clear,29.4,19,0
1184,P004,2024-03-24,Cloudy,18.9,6,0
1185,P004,2024-03-27,Clear,19.7,16,0
1186,P004,2024-03-30,Clear,23.0,16,0
1187,P004,2024-04-02,Clear,15.1,14,0
1188,P004,2024-04-05,Rain,5.7,13,1
1189,P004,2024-04-08,Clear,15.7,5,0
1190,P004,2024-04-11,Cloudy,13.9,6,0
1191,P004,2024-04-14,Cloudy,15.7,6,0
1192,P004,2024-04-17,Cloudy,16.9,10,0
1193,P004,2024-04-20,Clear,7.8,9,0
1194,P004,2024-04-23,Cloudy,17.9,13,0
1195,P004,2024-04-26,Clear,18.7,12,0
1196,P004,2024-04-29,Fog,18.6,3,1
1197,P004,2024-05-02,Rain,22.1,6,1
1198,P004,2024-05-05,Clear,16.2,9,0
1199,P004,2024-05-08,Cloudy,26.7,8,0
1200,P004,2024-05-11,Clear,34.4,7,0
1201,P004,2024-05-14,Clear,24.1,14,0
1202,P004,2024-05-17,Cloudy,5.7,13,0
1203,P004,2024-05-20,Rain,27.3,7,1
1204,P004,2024-05-23,Thunderstorm,61.7,1,2
1205,P004,2024-05-26,Rain,22.1,14,1
1206,P004,2024-05-29,Cloudy,21.2,12,0
1207,P004,2024-06-01,Rain,6.5,20,1
1208,P004,2024-06-04,Clear,33.1,13,0
1209,P004,2024-06-07,Rain,28.3,13,1
1210,P004,2024-06-10,Cloudy,6.4,17,0
1211,P004,2024-06-13,Fog,15.2,2,1
1212,P004,2024-06-16,Clear,11.2,18,0
1213,P004,2024-06-19,Rain,13.2,19,1
1214,P004,2024-06-22,Cloudy,34.3,15,0
1215,P004,2024-06-25,Clear,11.7,15,0
1216,P004,2024-06-28,Clear,23.3,19,0
1217,P005,2022-01-01,Cloudy,24.0,15,0
1218,P005,2022-01-04,Cloudy,19.3,5,0
1219,P005,2022-01-07,Clear,14.6,19,0
1220,P005,2022-01-10,Clear,30.6,20,0
1221,P005,2022-01-13,Clear,25.9,17,0
1222,P005,2022-01-16,Clear,6.0,7,0
1223,P005,2022-01-19,Cloudy,21.8,16,0
1224,P005,2022-01-22,Clear,27.4,16,0
1225,P005,2022-01-25,Clear,27.5,19,0
1226,P005,2022-01-28,Rain,5.9,10,1
1227,P005,2022-01-31,Cloudy,21.9,18,0
1228,P005,2022-02-03,Storm,41.2,3,3
1229,P005,2022-02-06,Cloudy,19.7,12,0
1230,P005,2022-02-09,Clear,21.1,17,0
1231,P005,2022-02-12,Cloudy,30.5,8,0
1232,P005,2022-02-15,Clear,11.3,8,0
1233,P005,2022-02-18,Cloudy,10.4,10,0
1234,P005,2022-02-21,Rain,34.5,17,1
1235,P005,2022-02-24,Cloudy,15.6,11,0
1236,P005,2022-02-27,Cloudy,23.0,15,0
1237,P005,2022-03-02,Rain,23.9,15,1
1238,P005,2022-03-05,Cloudy,21.0,12,0
1239,P005,2022-03-08,Thunderstorm,64.7,4,2
1240,P005,2022-03-11,Clear,32.7,10,0
1241,P005,2022-03-14,Fog,7.7,2,1
1242,P005,2022-03-17,Clear,29.9,19,0
1243,P005,2022-03-20,Rain,25.5,8,1
1244,P005,2022-03-23,Clear,24.6,18,0
1245,P005,2022-03-26,Cloudy,24.1,12,0
1246,P005,2022-03-29,Clear,23.6,7,0
1247,P005,2022-04-01,Cloudy,27.0,5,0
1248,P005,2022-04-04,Clear,12.5,20,0
1249,P005,2022-04-07,Rain,33.6,5,1
1250,P005,2022-04-10,Rain,31.5,17,1
1251,P005,2022-04-13,Cloudy,30.9,10,0
1252,P005,2022-04-16,Cloudy,26.7,12,0
1253,P005,2022-04-19,Clear,33.1,11,0
1254,P005,2022-04-22,Clear,13.8,5,0
1255,P005,2022-04-25,Clear,18.8,12,0
1256,P005,2022-04-28,Rain,18.3,12,1
1257,P005,2022-05-01,Rain,34.2,8,1
1258,P005,2022-05-04,Rain,30.1,10,1
1259,P005,2022-05-07,Clear,26.7,7,0
1260,P005,2022-05-10,Clear,6.0,18,0
1261,P005,2022-05-13,Thunderstorm,89.8,4,2
1262,P005,2022-05-16,Clear,17.5,13,0
1263,P005,2022-05-19,Thunderstorm,66.9,5,2
1264,P005,2022-05-22,Cloudy,21.0,5,0
1265,P005,2022-05-25,Cloudy,29.8,6,0
1266,P005,2022-05-28,Clear,17.0,6,0
1267,P005,2022-05-31,Clear,26.5,19,0
1268,P005,2022-06-03,Cloudy,8.7,9,0
1269,P005,2022-06-06,Thunderstorm,77.9,5,2
1270,P005,2022-06-09,Rain,8.4,10,1
1271,P005,2022-06-12,Clear,24.7,9,0
1272,P005,2022-06-15,Fog,16.9,1,1
1273,P005,2022-06-18,Clear,14.9,7,0
1274,P005,2022-06-21,Cloudy,26.3,12,0
1275,P005,2022-06-24,Rain,15.3,19,1
1276,P005,2022-06-27,Clear,18.5,13,0
1277,P005,2022-06-30,Cloudy,22.8,9,0
1278,P005,2022-07-03,Clear,13.7,12,0
1279,P005,2022-07-06,Thunderstorm,68.2,3,2
1280,P005,2022-07-09,Clear,26.5,14,0
1281,P005,2022-07-12,Cloudy,18.2,14,0
1282,P005,2022-07-15,Clear,29.2,9,0
1283,P005,2022-07-18,Clear,13.8,17,0
1284,P005,2022-07-21,Clear,11.8,11,0
1285,P005,2022-07-24,Cloudy,9.5,5,0
1286,P005,2022-07-27,Clear,26.6,17,0
1287,P005,2022-07-30,Cloudy,32.0,16,0
1288,P005,2022-08-02,Cloudy,22.6,15,0
1289,P005,2022-08-05,Cloudy,16.3,20,0
1290,P005,2022-08-08,Cloudy,31.1,20,0
1291,P005,2022-08-11,Clear,31.9,5,0
1292,P005,2022-08-14,Rain,6.9,12,1
1293,P005,2022-08-17,Clear,11.7,13,0
1294,P005,2022-08-20,Cloudy,26.9,8,0
1295,P005,2022-08-23,Cloudy,15.7,19,0
1296,P005,2022-08-26,Cloudy,24.2,5,0
1297,P005,2022-08-29,Thunderstorm,82.3,5,2
1298,P005,2022-09-01,Thunderstorm,77.1,3,2
1299,P005,2022-09-04,Rain,17.0,8,1
1300,P005,2022-09-07,Fog,12.6,2,1
1301,P005,2022-09-10,Cloudy,21.0,7,0
1302,P005,2022-09-13,Storm,42.8,5,3
1303,P005,2022-09-16,Cloudy,12.3,10,0
1304,P005,2022-09-19,Rain,24.5,12,1
1305,P005,2022-09-22,Clear,26.5,10,0
1306,P005,2022-09-25,Clear,23.3,13,0
1307,P005,2022-09-28,Clear,10.7,7,0
1308,P005,2022-10-01,Fog,7.0,2,1
1309,P005,2022-10-04,Clear,11.8,20,0
1310,P005,2022-10-07,Cloudy,21.1,6,0
1311,P005,2022-10-10,Clear,24.0,11,0
1312,P005,2022-10-13,Cloudy,18.3,20,0
1313,P005,2022-10-16,Clear,21.3,11,0
1314,P005,2022-10-19,Cloudy,14.0,5,0
1315,P005,2022-10-22,Cloudy,30.8,8,0
1316,P005,2022-10-25,Rain,18.3,11,1
1317,P005,2022-10-28,Cloudy,24.0,19,0
1318,P005,2022-10-31,Storm,52.6,4,3
1319,P005,2022-11-03,Cloudy,19.8,10,0
1320,P005,2022-11-06,Clear,19.5,14,0
1321,P005,2022-11-09,Fog,9.5,3,1
1322,P005,2022-11-12,Clear,13.3,14,0
1323,P005,2022-11-15,Cloudy,8.3,10,0
1324,P005,2022-11-18,Cloudy,14.6,20,0
1325,P005,2022-11-21,Cloudy,10.4,18,0
1326,P005,2022-11-24,Rain,7.8,19,1
1327,P005,2022-11-27,Clear,25.6,10,0
1328,P005,2022-11-30,Clear,8.3,12,0
1329,P005,2022-12-03,Clear,20.1,15,0
1330,P005,2022-12-06,Rain,19.2,14,1
1331,P005,2022-12-09,Fog,8.2,3,1
1332,P005,2022-12-12,Clear,9.7,17,0
1333,P005,2022-12-15,Rain,30.6,10,1
1334,P005,2022-12-18,Clear,20.5,20,0
1335,P005,2022-12-21,Rain,28.7,13,1
1336,P005,2022-12-24,Clear,12.9,14,0
1337,P005,2022-12-27,Clear,14.2,16,0
1338,P005,2022-12-30,Rain,14.5,14,1
1339,P005,2023-01-02,Cloudy,16.8,18,0
1340,P005,2023-01-05,Clear,33.2,6,0
1341,P005,2023-01-08,Storm,57.7,2,3
1342,P005,2023-01-11,Storm,78.4,1,3
1343,P005,2023-01-14,Rain,11.1,13,1
1344,P005,2023-01-17,Clear,16.2,15,0
1345,P005,2023-01-20,Cloudy,16.5,11,0
1346,P005,2023-01-23,Rain,23.5,19,1
1347,P005,2023-01-26,Thunderstorm,45.3,2,2
1348,P005,2023-01-29,Clear,26.7,20,0
1349,P005,2023-02-01,Fog,19.2,3,1
1350,P005,2023-02-04,Clear,33.8,20,0
1351,P005,2023-02-07,Clear,34.6,17,0
1352,P005,2023-02-10,Clear,6.7,15,0
1353,P005,2023-02-13,Clear,16.1,14,0
1354,P005,2023-02-16,Clear,9.0,7,0
1355,P005,2023-02-19,Clear,28.3,18,0
1356,P005,2023-02-22,Rain,31.2,14,1
1357,P005,2023-02-25,Cloudy,21.9,19,0
1358,P005,2023-02-28,Clear,22.2,13,0
1359,P005,2023-03-03,Cloudy,29.5,5,0
1360,P005,2023-03-06,Clear,28.1,15,0
1361,P005,2023-03-09,Fog,10.4,2,1
1362,P005,2023-03-12,Rain,11.4,15,1
1363,P005,2023-03-15,Cloudy,18.8,15,0
1364,P005,2023-03-18,Clear,34.1,13,0
1365,P005,2023-03-21,Clear,27.4,5,0
1366,P005,2023-03-24,Clear,24.3,18,0
1367,P005,2023-03-27,Clear,19.6,6,0
1368,P005,2023-03-30,Thunderstorm,43.0,5,2
1369,P005,2023-04-02,Clear,22.0,6,0
1370,P005,2023-04-05,Fog,18.1,2,1
1371,P005,2023-04-08,Rain,19.8,15,1
1372,P005,2023-04-11,Cloudy,27.0,7,0
1373,P005,2023-04-14,Storm,79.0,5,3
1374,P005,2023-04-17,Clear,20.4,7,0
1375,P005,2023-04-20,Cloudy,19.1,11,0
1376,P005,2023-04-23,Rain,28.0,18,1
1377,P005,2023-04-26,Rain,19.0,9,1
1378,P005,2023-04-29,Rain,7.2,15,1
1379,P005,2023-05-02,Cloudy,28.4,18,0
1380,P005,2023-05-05,Thunderstorm,60.1,3,2
1381,P005,2023-05-08,Clear,29.8,5,0
1382,P005,2023-05-11,Clear,14.7,9,0
1383,P005,2023-05-14,Clear,11.7,15,0
1384,P005,2023-05-17,Cloudy,24.6,11,0
1385,P005,2023-05-20,Rain,22.2,16,1
1386,P005,2023-05-23,Thunderstorm,75.7,5,2
1387,P005,2023-05-26,Clear,28.2,11,0
1388,P005,2023-05-29,Clear,8.0,6,0
1389,P005,2023-06-01,Rain,21.2,7,1
1390,P005,2023-06-04,Clear,14.5,12,0
1391,P005,2023-06-07,Rain,11.1,10,1
1392,P005,2023-06-10,Cloudy,13.1,11,0
1393,P005,2023-06-13,Rain,5.8,19,1
1394,P005,2023-06-16,Clear,33.4,5,0
1395,P005,2023-06-19,Cloudy,27.3,11,0
1396,P005,2023-06-22,Clear,18.4,17,0
1397,P005,2023-06-25,Clear,28.1,8,0
1398,P005,2023-06-28,Clear,10.3,8,0
1399,P005,2023-07-01,Clear,11.3,20,0
1400,P005,2023-07-04,Rain,15.8,15,1
1401,P005,2023-07-07,Cloudy,11.3,7,0
1402,P005,2023-07-10,Rain,15.8,13,1
1403,P005,2023-07-13,Cloudy,33.3,5,0
1404,P005,2023-07-16,Clear,29.1,17,0
1405,P005,2023-07-19,Storm,45.0,3,3
1406,P005,2023-07-22,Fog,17.5,2,1
1407,P005,2023-07-25,Fog,14.8,1,1
1408,P005,2023-07-28,Storm,44.2,4,3
1409,P005,2023-07-31,Thunderstorm,40.8,3,2
1410,P005,2023-08-03,Rain,31.9,6,1
1411,P005,2023-08-06,Clear,12.5,5,0
1412,P005,2023-08-09,Clear,9.7,20,0
1413,P005,2023-08-12,Rain,6.8,11,1
1414,P005,2023-08-15,Thunderstorm,73.0,3,2
1415,P005,2023-08-18,Cloudy,29.7,18,0
1416,P005,2023-08-21,Clear,33.1,9,0
1417,P005,2023-08-24,Rain,29.3,10,1
1418,P005,2023-08-27,Clear,32.7,10,0
1419,P005,2023-08-30,Clear,11.1,17,0
1420,P005,2023-09-02,Cloudy,32.3,13,0
1421,P005,2023-09-05,Cloudy,5.9,5,0
1422,P005,2023-09-08,Clear,31.7,6,0
1423,P005,2023-09-11,Rain,9.3,18,1
1424,P005,2023-09-14,Clear,16.3,10,0
1425,P005,2023-09-17,Clear,5.4,12,0
1426,P005,2023-09-20,Clear,34.6,8,0
1427,P005,2023-09-23,Storm,63.2,4,3
1428,P005,2023-09-26,Thunderstorm,66.8,2,2
1429,P005,2023-09-29,Thunderstorm,80.5,1,2
1430,P005,2023-10-02,Clear,19.1,13,0
1431,P005,2023-10-05,Clear,24.7,16,0
1432,P005,2023-10-08,Fog,15.0,1,1
1433,P005,2023-10-11,Cloudy,27.5,11,0
1434,P005,2023-10-14,Clear,20.4,9,0
1435,P005,2023-10-17,Clear,7.5,8,0
1436,P005,2023-10-20,Rain,13.5,8,1
1437,P005,2023-10-23,Clear,12.5,14,0
1438,P005,2023-10-26,Clear,34.2,13,0
1439,P005,2023-10-29,Rain,9.0,18,1
1440,P005,2023-11-01,Clear,9.4,6,0
1441,P005,2023-11-04,Rain,29.0,6,1
1442,P005,2023-11-07,Rain,34.4,5,1
1443,P005,2023-11-10,Clear,6.0,12,0
1444,P005,2023-11-13,Clear,14.7,20,0
1445,P005,2023-11-16,Cloudy,15.3,17,0
1446,P005,2023-11-19,Cloudy,11.4,13,0
1447,P005,2023-11-22,Cloudy,8.5,13,0
1448,P005,2023-11-25,Rain,20.4,15,1
1449,P005,2023-11-28,Clear,31.8,13,0
1450,P005,2023-12-01,Clear,31.2,19,0
1451,P005,2023-12-04,Rain,25.0,15,1
1452,P005,2023-12-07,Rain,12.9,16,1
1453,P005,2023-12-10,Cloudy,5.8,9,0
1454,P005,2023-12-13,Clear,34.3,8,0
1455,P005,2023-12-16,Clear,26.4,9,0
1456,P005,2023-12-19,Thunderstorm,55.4,4,2
1457,P005,2023-12-22,Cloudy,33.2,10,0
1458,P005,2023-12-25,Clear,33.2,11,0
1459,P005,2023-12-28,Clear,25.4,5,0
1460,P005,2023-12-31,Clear,27.3,9,0
1461,P005,2024-01-03,Cloudy,20.9,6,0
1462,P005,2024-01-06,Rain,15.9,12,1
1463,P005,2024-01-09,Rain,34.9,10,1
1464,P005,2024-01-12,Clear,8.0,10,0
1465,P005,2024-01-15,Cloudy,30.8,12,0
1466,P005,2024-01-18,Thunderstorm,77.6,2,2
1467,P005,2024-01-21,Cloudy,33.7,18,0
1468,P005,2024-01-24,Thunderstorm,53.9,4,2
1469,P005,2024-01-27,Clear,32.0,18,0
1470,P005,2024-01-30,Thunderstorm,63.4,2,2
1471,P005,2024-02-02,Rain,14.0,7,1
1472,P005,2024-02-05,Clear,21.7,14,0
1473,P005,2024-02-08,Clear,27.0,7,0
1474,P005,2024-02-11,Clear,17.3,9,0
1475,P005,2024-02-14,Cloudy,9.8,12,0
1476,P005,2024-02-17,Clear,9.8,18,0
1477,P005,2024-02-20,Clear,10.8,16,0
1478,P005,2024-02-23,Clear,33.9,13,0
1479,P005,2024-02-26,Clear,17.0,9,0
1480,P005,2024-02-29,Clear,9.3,13,0
1481,P005,2024-03-03,Rain,5.3,8,1
1482,P005,2024-03-06,Cloudy,20.7,20,0
1483,P005,2024-03-09,Clear,18.1,8,0
1484,P005,2024-03-12,Cloudy,23.3,9,0
1485,P005,2024-03-15,Clear,34.4,15,0
1486,P005,2024-03-18,Thunderstorm,87.5,1,2
1487,P005,2024-03-21,Clear,31.7,8,0
1488,P005,2024-03-24,Cloudy,17.8,10,0
1489,P005,2024-03-27,Thunderstorm,74.6,4,2
1490,P005,2024-03-30,Rain,11.7,8,1
1491,P005,2024-04-02,Clear,27.0,16,0
1492,P005,2024-04-05,Clear,30.5,20,0
1493,P005,2024-04-08,Thunderstorm,88.2,4,2
1494,P005,2024-04-11,Clear,8.2,13,0
1495,P005,2024-04-14,Thunderstorm,76.6,3,2
1496,P005,2024-04-17,Cloudy,14.9,13,0
1497,P005,2024-04-20,Storm,44.2,1,3
1498,P005,2024-04-23,Rain,19.6,20,1
1499,P005,2024-04-26,Clear,18.0,13,0
1500,P005,2024-04-29,Clear,28.4,20,0
1501,P005,2024-05-02,Cloudy,30.1,17,0
1502,P005,2024-05-05,Cloudy,31.1,17,0
1503,P005,2024-05-08,Clear,8.2,8,0
1504,P005,2024-05-11,Cloudy,8.5,12,0
1505,P005,2024-05-14,Clear,25.2,18,0
1506,P005,2024-05-17,Rain,26.5,6,1
1507,P005,2024-05-20,Clear,28.6,19,0
1508,P005,2024-05-23,Cloudy,20.7,17,0
1509,P005,2024-05-26,Rain,23.8,18,1
1510,P005,2024-05-29,Rain,5.8,10,1
1511,P005,2024-06-01,Clear,33.4,8,0
1512,P005,2024-06-04,Clear,17.4,5,0
1513,P005,2024-06-07,Rain,30.5,13,1
1514,P005,2024-06-10,Clear,25.5,16,0
1515,P005,2024-06-13,Storm,52.4,4,3
1516,P005,2024-06-16,Rain,14.7,13,1
1517,P005,2024-06-19,Rain,9.8,15,1
1518,P005,2024-06-22,Rain,27.6,10,1
1519,P005,2024-06-25,Thunderstorm,82.8,3,2
1520,P005,2024-06-28,Clear,21.1,12,0
1521,P006,2022-01-01,Clear,14.2,7,0
1522,P006,2022-01-04,Cloudy,14.4,20,0
1523,P006,2022-01-07,Cloudy,27.7,11,0
1524,P006,2022-01-10,Clear,26.2,16,0
1525,P006,2022-01-13,Clear,18.1,16,0
1526,P006,2022-01-16,Rain,33.8,15,1
1527,P006,2022-01-19,Clear,10.7,14,0
1528,P006,2022-01-22,Fog,15.5,3,1
1529,P006,2022-01-25,Clear,21.8,10,0
1530,P006,2022-01-28,Clear,25.9,11,0
1531,P006,2022-01-31,Clear,26.3,17,0
1532,P006,2022-02-03,Thunderstorm,47.3,3,2
1533,P006,2022-02-06,Cloudy,16.9,17,0
1534,P006,2022-02-09,Clear,33.7,14,0
1535,P006,2022-02-12,Cloudy,34.1,15,0
1536,P006,2022-02-15,Storm,62.1,1,3
1537,P006,2022-02-18,Clear,9.7,13,0
1538,P006,2022-02-21,Clear,11.7,12,0
1539,P006,2022-02-24,Clear,11.8,11,0
1540,P006,2022-02-27,Clear,13.9,5,0
1541,P006,2022-03-02,Thunderstorm,64.2,4,2
1542,P006,2022-03-05,Cloudy,21.5,11,0
1543,P006,2022-03-08,Cloudy,30.4,17,0
1544,P006,2022-03-11,Cloudy,31.7,17,0
1545,P006,2022-03-14,Rain,26.2,16,1
1546,P006,2022-03-17,Rain,12.9,16,1
1547,P006,2022-03-20,Clear,32.8,12,0
1548,P006,2022-03-23,Clear,15.7,9,0
1549,P006,2022-03-26,Clear,29.8,12,0
1550,P006,2022-03-29,Rain,22.4,8,1
1551,P006,2022-04-01,Storm,79.2,5,3
1552,P006,2022-04-04,Rain,21.1,8,1
1553,P006,2022-04-07,Rain,23.1,16,1
1554,P006,2022-04-10,Rain,24.3,12,1
1555,P006,2022-04-13,Cloudy,22.2,6,0
1556,P006,2022-04-16,Cloudy,18.1,18,0
1557,P006,2022-04-19,Clear,34.9,5,0
1558,P006,2022-04-22,Cloudy,21.8,6,0
1559,P006,2022-04-25,Thunderstorm,63.8,2,2
1560,P006,2022-04-28,Clear,15.6,13,0
1561,P006,2022-05-01,Cloudy,33.4,5,0
1562,P006,2022-05-04,Rain,19.7,9,1
1563,P006,2022-05-07,Storm,50.8,4,3
1564,P006,2022-05-10,Clear,25.9,14,0
1565,P006,2022-05-13,Clear,22.1,18,0
1566,P006,2022-05-16,Clear,21.2,15,0
1567,P006,2022-05-19,Thunderstorm,88.5,1,2
1568,P006,2022-05-22,Rain,15.8,8,1
1569,P006,2022-05-25,Rain,7.1,7,1
1570,P006,2022-05-28,Cloudy,26.9,11,0
1571,P006,2022-05-31,Clear,23.0,10,0
1572,P006,2022-06-03,Thunderstorm,41.5,4,2
1573,P006,2022-06-06,Rain,15.0,8,1
1574,P006,2022-06-09,Fog,13.6,3,1
1575,P006,2022-06-12,Clear,17.2,20,0
1576,P006,2022-06-15,Clear,15.3,8,0
1577,P006,2022-06-18,Clear,10.3,18,0
1578,P006,2022-06-21,Thunderstorm,65.0,2,2
1579,P006,2022-06-24,Clear,11.0,16,0
1580,P006,2022-06-27,Storm,71.7,3,3
1581,P006,2022-06-30,Cloudy,7.8,13,0
1582,P006,2022-07-03,Clear,23.2,6,0
1583,P006,2022-07-06,Rain,7.9,5,1
1584,P006,2022-07-09,Storm,66.5,1,3
1585,P006,2022-07-12,Clear,14.2,16,0
1586,P006,2022-07-15,Thunderstorm,87.8,2,2
1587,P006,2022-07-18,Cloudy,19.9,11,0
1588,P006,2022-07-21,Storm,44.8,2,3
1589,P006,2022-07-24,Cloudy,22.2,19,0
1590,P006,2022-07-27,Rain,31.4,10,1
1591,P006,2022-07-30,Cloudy,29.4,19,0
1592,P006,2022-08-02,Clear,6.2,8,0
1593,P006,2022-08-05,Rain,14.3,14,1
1594,P006,2022-08-08,Clear,25.5,10,0
1595,P006,2022-08-11,Fog,12.5,3,1
1596,P006,2022-08-14,Clear,23.4,15,0
1597,P006,2022-08-17,Fog,18.9,3,1
1598,P006,2022-08-20,Thunderstorm,79.2,1,2
1599,P006,2022-08-23,Rain,7.0,12,1
1600,P006,2022-08-26,Clear,12.2,20,0
1601,P006,2022-08-29,Clear,17.1,16,0
1602,P006,2022-09-01,Clear,34.5,20,0
1603,P006,2022-09-04,Rain,32.3,8,1
1604,P006,2022-09-07,Thunderstorm,44.5,3,2
1605,P006,2022-09-10,Fog,13.4,3,1
1606,P006,2022-09-13,Cloudy,16.8,11,0
1607,P006,2022-09-16,Clear,9.1,11,0
1608,P006,2022-09-19,Clear,23.8,17,0
1609,P006,2022-09-22,Cloudy,7.5,5,0
1610,P006,2022-09-25,Cloudy,14.6,20,0
1611,P006,2022-09-28,Cloudy,14.2,14,0
1612,P006,2022-10-01,Rain,26.0,6,1
1613,P006,2022-10-04,Clear,7.7,10,0
1614,P006,2022-10-07,Cloudy,27.2,5,0
1615,P006,2022-10-10,Clear,14.1,11,0
1616,P006,2022-10-13,Clear,21.1,18,0
1617,P006,2022-10-16,Rain,20.7,10,1
1618,P006,2022-10-19,Cloudy,25.4,6,0
1619,P006,2022-10-22,Fog,6.5,1,1
1620,P006,2022-10-25,Thunderstorm,75.6,1,2
1621,P006,2022-10-28,Rain,19.9,5,1
1622,P006,2022-10-31,Clear,16.4,8,0
1623,P006,2022-11-03,Fog,5.1,1,1
1624,P006,2022-11-06,Rain,32.5,15,1
1625,P006,2022-11-09,Storm,89.4,2,3
1626,P006,2022-11-12,Clear,30.1,6,0
1627,P006,2022-11-15,Clear,23.0,13,0
1628,P006,2022-11-18,Thunderstorm,61.1,5,2
1629,P006,2022-11-21,Rain,32.1,14,1
1630,P006,2022-11-24,Clear,31.4,13,0
1631,P006,2022-11-27,Cloudy,5.3,18,0
1632,P006,2022-11-30,Clear,30.3,11,0
1633,P006,2022-12-03,Rain,19.6,5,1
1634,P006,2022-12-06,Cloudy,16.9,19,0
1635,P006,2022-12-09,Clear,25.7,7,0
1636,P006,2022-12-12,Cloudy,8.5,20,0
1637,P006,2022-12-15,Clear,21.1,10,0
1638,P006,2022-12-18,Fog,8.8,3,1
1639,P006,2022-12-21,Rain,25.9,14,1
1640,P006,2022-12-24,Cloudy,13.5,13,0
1641,P006,2022-12-27,Clear,8.6,11,0
1642,P006,2022-12-30,Fog,13.3,2,1
1643,P006,2023-01-02,Clear,20.5,6,0
1644,P006,2023-01-05,Cloudy,8.3,12,0
1645,P006,2023-01-08,Clear,16.6,7,0
1646,P006,2023-01-11,Rain,29.2,12,1
1647,P006,2023-01-14,Cloudy,16.1,9,0
1648,P006,2023-01-17,Cloudy,28.1,11,0
1649,P006,2023-01-20,Rain,26.7,6,1
1650,P006,2023-01-23,Cloudy,33.5,15,0
1651,P006,2023-01-26,Thunderstorm,52.5,2,2
1652,P006,2023-01-29,Clear,11.0,6,0
1653,P006,2023-02-01,Clear,9.6,14,0
1654,P006,2023-02-04,Cloudy,11.8,11,0
1655,P006,2023-02-07,Clear,26.6,5,0
1656,P006,2023-02-10,Thunderstorm,43.5,2,2
1657,P006,2023-02-13,Cloudy,13.6,10,0
1658,P006,2023-02-16,Clear,33.9,6,0
1659,P006,2023-02-19,Clear,7.0,5,0
1660,P006,2023-02-22,Cloudy,10.1,15,0
1661,P006,2023-02-25,Clear,9.3,8,0
1662,P006,2023-02-28,Rain,5.2,5,1
1663,P006,2023-03-03,Cloudy,29.4,8,0
